id,url,title,location,latitude,longitude,price,description,property_type,available_date,photo_count,first_photo_url,all_photos,contact_info,management_company,amenities,age,ages,any_pets,available,balcony_roof_terrace,bills_included,broadband_included,couples_allowed,deposit,deposit_room_1,deposit_room_2,deposit_room_3,deposit_room_4,disabled_access,furnishings,garage,garden_patio,gender,living_room,max_age,maximum_term,min_age,minimum_term,number,created_at,updated_at,status
1,https://www.spareroom.co.uk/flatshare/london/hornsey/17913185?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,2 Rooms In The Same Flat With Garden,Hornsey,51.5897067,-0.1196971,980,"🏠 2 Rooms In The Same Flat With Garden

✨ Private garden access, Fully furnished, Bills included, Spacious double bedroom, Garden/patio access

👥 Mixed gender household

📅 Available for immediate move-in

💰 £980 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🌿 Garden access for outdoor relaxation

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,now,17,https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/00/97006884.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/00/97006884.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97006902.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97006915.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97006918.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97006923.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97006925.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97006926.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97006928.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97006936.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97006945.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97006950.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97006952.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97006959.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97006961.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97006966.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97006968.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/40/34/40347841.jpg",Free tocontact,iFlatShare,"Garden, Bills Included, Furnished",,28 to 38,No,Now,,Yes,Yes,Yes,,980,840,,,,Furnished,,Yes,"1 Female, 2 Males",No,60,None,18,6 months,,2025-08-17 14:34:25,2025-08-17 14:34:25,available
2,https://www.spareroom.co.uk/flatshare/london/hackney/17913121?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,1 Rooms With Garden & Gym,Hackney,51.554628,-0.041255,1040,"🏠 2 Rooms In The Same House With Garden & Gym

✨ Private garden access, Fully furnished, Bills included, Spacious double bedroom, Shared living room, Garden/patio access

👥 Small, friendly household, Male-only household

📅 Available for immediate move-in

💰 £1,040 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🌿 Garden access for outdoor relaxation

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,now,17,https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/00/97006364.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/00/97006364.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97006366.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97006368.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97006369.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97006371.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97006387.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97006391.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97006392.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97006393.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97006397.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97006423.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97006424.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97006426.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97006436.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97006439.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97006502.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/40/34/40347841.jpg",Free tocontact,iFlatShare,"Garden, Bills Included, Furnished",,,Yes,Now,,Yes,Yes,No,"1,040.00",,,,,,Furnished,,Yes,2 Males,shared,50,None,18,3 months,2,2025-08-17 14:34:25,2025-08-17 15:08:00,available
3,https://www.spareroom.co.uk/flatshare/london/hackney/17885560?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,Cosy Room In A Great Location,Hackney,51.5400973,-0.0553772,790,"🏠 Cosy Room In A Great Location

✨ Balcony with views, Fully furnished, Bills included, Spacious double bedroom, Balcony or roof terrace

👥 Male-only household

📅 Available for immediate move-in

💰 £790 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,now,7,https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/77/96778820.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/77/96778820.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/77/96778826.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/77/96778831.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/77/96778858.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/77/96778860.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/77/96778862.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/40/34/40347841.jpg",Free tocontact,iFlatShare,"Balcony, Bills Included, Furnished",,30 to 35,No,Now,Yes,Yes,Yes,No,790,,,,,,Furnished,,,2 Males,No,60,None,18,3 months,,2025-08-17 14:34:25,2025-08-17 14:34:25,available
4,https://www.spareroom.co.uk/flatshare/london/hackney/17913068?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,"2 Rooms Available In The Same Flat, Next To River!",Hackney,51.5530376,-0.0332311,885,"🏠 2 Rooms Available In The Same Flat, Next To River!

✨ Balcony with views, Fully furnished, Bills included, Spacious double bedroom, Balcony or roof terrace

👥 Mixed gender household

📅 Available for immediate move-in

💰 £885 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,now,12,https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/00/97005918.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/00/97005918.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97005949.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97005937.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97005930.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97005964.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97005967.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97005972.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97005969.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97005974.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97005982.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/00/97005992.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/40/34/40347841.jpg",Free tocontact,iFlatShare,"Balcony, Bills Included, Furnished",,25 to 35,No,Now,Yes,Yes,Yes,Yes,885,,,,,,Furnished,,,"1 Female, 2 Males",No,60,None,18,6 months,,2025-08-17 14:34:25,2025-08-17 14:34:25,available
5,https://www.spareroom.co.uk/flatshare/london/turnham_green/17921524,🌿 Bright Double Room in Chiswick,Turnham Green,51.4981576,-0.261678,950,"🏠 🌿 Bright Double Room in Chiswick

✨ Private garden access, Balcony with views, Parking available, Fully furnished, Bills included, Spacious double bedroom, Shared living room, Garden/patio access

👥 Medium-sized household, Mixed gender household

💰 £950 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🌿 Garden access for outdoor relaxation

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,N/A,10,https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/07/97075218.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/07/97075218.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/07/97075222.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/07/97075219.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/07/97075220.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/07/97075221.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/07/97075223.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/07/97075224.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/07/97075225.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/94/37/94373487.jpg, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/TUBE_14x11.png",Free tocontact,AK&PROPERTIES,"Parking, Garden, Balcony, Bills Included, Furnished",,23 to 34,No,18-Aug-25,No,Yes,Yes,No,950,,,,,No,Furnished,No,Yes,"1 Female, 4 Males",shared,,None,,11 months,5,2025-08-17 14:34:25,2025-08-17 14:34:25,available
6,https://www.spareroom.co.uk/flatshare/london/tooting_broadway/17778365,Stunning Double Room in Tooting Broadway,Tooting Broadway,51.4291828,-0.1636683,850,"🏠 Stunning Double Room in Tooting Broadway

✨ Private garden access, Balcony with views, Parking available, Fully furnished, Bills included, Spacious double bedroom, Garden/patio access

👥 Small, friendly household, Mixed gender household

📅 Available for immediate move-in

💰 £850 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🌿 Garden access for outdoor relaxation

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,now,8,https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/04/97044112.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/04/97044112.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/04/97044111.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/95/87/95873961.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/95/87/95873962.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/95/87/95873884.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/95/87/95873919.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/04/97044110.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/94/37/94373487.jpg",Free tocontact,AK&PROPERTIES,"Parking, Garden, Balcony, Bills Included, Furnished",,22 to 29,No,Now,No,Yes,Yes,No,850,,,,,No,Furnished,No,Yes,"1 Female, 1 Male",No,,None,,4 months,2,2025-08-17 14:34:25,2025-08-17 14:34:25,available
7,https://www.spareroom.co.uk/flatshare/london/tooting_broadway/17922764,🏡 Bright Double Room next to St George's Hospital,Tooting Broadway,51.4331633,-0.1801834,880,"🏠 🏡 Bright Double Room next to St George's Hospital

✨ Parking available, Fully furnished, Bills included, Spacious double bedroom, Shared living room, Garden/patio access

👥 Medium-sized household, Male-only household

📅 Available for immediate move-in

💰 £880 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,now,8,https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/08/97084889.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/08/97084889.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/08/97084888.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/08/97084885.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/08/97084887.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/08/97084884.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/08/97084886.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/94/37/94373487.jpg, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/TUBE_14x11.png",Free tocontact,AK&PROPERTIES,"Parking, Bills Included, Furnished",,22 to 29,No,Now,No,Yes,Yes,No,,880,950,,,No,Furnished,No,Yes,4 Males,shared,,None,,None,4,2025-08-17 14:34:25,2025-08-17 14:34:25,available
8,https://www.spareroom.co.uk/flatshare/london/honor_oak_park/17373699?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,🔥Cosy Double room Available from September 🔥,Honor Oak Park,51.4495241,-0.0435997,930,"🏠 🔥Cosy Double room Available from September 🔥

✨ Private garden access, Balcony with views, Parking available, Fully furnished, Bills included, Spacious double bedroom

👥 Male-only household

💰 £930 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🌿 Garden access for outdoor relaxation

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,N/A,9,https://photos2.spareroom.co.uk/images/flatshare/listings/large/92/55/92559238.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/92/55/92559238.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/92/55/92559239.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/92/55/92559241.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/92/55/92559242.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/92/55/92559265.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/92/55/92559266.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/95/09/95099242.jpg, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/LDNOG_14x11.png, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/BR_14x11.png",Free tocontact,Banksia Limited,"Parking, Garden, Balcony, Bills Included, Furnished",,,No,1-Sep-25,No,Yes,Yes,No,930,,,,,No,Furnished,No,No,3 Males,No,39,None,18,7 months,,2025-08-17 14:34:25,2025-08-17 14:34:25,available
9,https://www.spareroom.co.uk/flatshare/london/all_saints/17876256?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,🔥 Stylish Room near All Saints in September🔥,All Saints,51.5119828,-0.0180807,850,"🏠 🔥 Stylish Room near All Saints in September🔥

✨ Private garden access, Balcony with views, Parking available, Fully furnished, Bills included, Spacious double bedroom

👥 Male-only household

📅 Available for immediate move-in

💰 £850 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🌿 Garden access for outdoor relaxation

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,now,6,https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/98/96983470.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/96/98/96983470.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/98/96983472.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/98/96983471.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/98/96983476.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/98/96983473.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/95/09/95099242.jpg",Free tocontact,Banksia Limited,"Parking, Garden, Balcony, Bills Included, Furnished",,,No,Now,No,Yes,Yes,No,850,,,,,No,Furnished,No,No,Male,No,39,None,18,7 months,,2025-08-17 14:34:25,2025-08-17 14:34:25,available
10,https://www.spareroom.co.uk/flatshare/london/poplar/16767855?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,🏡 Cosy Ensuite Room in Poplar from September 🌟,Poplar,51.517448,-0.013796,1100,"🏠 🏡 Cosy Ensuite Room in Poplar from September 🌟

✨ Private garden access, Balcony with views, Parking available, En-suite bathroom, Fully furnished, Bills included, Spacious double bedroom, Shared living room

👥 Mixed gender household

💰 £1,100 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🌿 Garden access for outdoor relaxation

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,N/A,6,https://photos2.spareroom.co.uk/images/flatshare/listings/square/88/20/88205584.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/square/88/20/88205584.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/88/20/88205585.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/88/20/88205586.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/88/20/88205587.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/95/09/95099242.jpg, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/DLR_14x11.png",Free tocontact,Banksia Limited,"Parking, Garden, Balcony, Ensuite, Bills Included, Furnished",,19 to 27,No,1-Sep-25,No,Yes,Yes,Yes,"1,100.00",,,,,No,Furnished,No,No,"2 Females, 1 Male",shared,39,None,18,7 months,,2025-08-17 14:34:25,2025-08-17 15:11:08,available
11,https://www.spareroom.co.uk/flatshare/london/poplar/17781230?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,🏡 Stylish Ensuite Room in Poplar From September🔥,Poplar,51.517503,-0.01379,1100,"🏠 🏡 Stylish Ensuite Room in Poplar From September🔥

✨ Private garden access, Balcony with views, Parking available, En-suite bathroom, Fully furnished, Bills included, Spacious double bedroom

👥 Mixed gender household

💰 £1,100 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🌿 Garden access for outdoor relaxation

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,1st September 2025,9,https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/89/95898367.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/95/89/95898367.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/95/89/95898364.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/95/89/95898365.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/95/89/95898363.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/95/89/95898366.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/95/89/95898362.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/95/89/95898382.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/95/09/95099242.jpg, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/DLR_14x11.png",Free tocontact,Banksia Limited,"Parking, Garden, Balcony, Ensuite, Bills Included, Furnished",,24 to 30,No,1-Sep-25,No,Yes,Yes,Yes,"1,100.00",,,,,No,Furnished,No,No,"1 Female, 1 Male",No,39,None,18,7 months,,2025-08-17 14:34:25,2025-08-17 15:12:32,available
12,https://www.spareroom.co.uk/flatshare/london/stepney_green/17919701?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,💥 Stunning Room In Stepney Green September 💥,Stepney Green,51.519331,-0.045538,1100,"🏠 💥 Stunning 2 Rooms In Stepney Green September 💥

✨ Private garden access, Parking available, Fully furnished, Bills included, Spacious double bedroom, Garden/patio access

👥 Small, friendly household, Male-only household

📅 Available for immediate move-in

💰 £1,100 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🌿 Garden access for outdoor relaxation

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,10th September 2025,12,https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/06/97060490.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/06/97060490.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/06/97060491.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/06/97060492.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/06/97060493.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/06/97060495.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/06/97060494.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/06/97060486.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/06/97060484.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/06/97060487.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/06/97060485.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/06/97060489.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/95/09/95099242.jpg",Free tocontact,Banksia Limited,"Parking, Garden, Bills Included, Furnished",,,No,1-Sep-25,No,Yes,Yes,No,,"1,100.00","1,050.00",,,No,Furnished,No,Yes,Male,No,39,None,18,7 months,1,2025-08-17 14:34:25,2025-08-17 15:13:45,available
14,https://www.spareroom.co.uk/flatshare/london/oval/17910323?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,🔥 Fully Furnished Room in Oval MOVE IN NOW!,Oval,51.4815297,-0.1166178,920,"🏠 🔥 Fully Furnished Room in Oval MOVE IN NOW!

✨ Fully furnished, Bills included, Spacious double bedroom

👥 Medium-sized household, Mixed gender household

📅 Available for immediate move-in

💰 £920 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,now,7,https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/13/97133906.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/13/97133906.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/13/97133905.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/13/97133907.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/98/96984166.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/98/96984165.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/98/96984170.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/96/98/96984164.jpg",Free tocontact,N/A,"Bills Included, Furnished",,23 to 35,No,Now,,Yes,Yes,No,800,,,,,,Furnished,,,"2 Females, 3 Males",No,39,None,18,7 months,5,2025-08-17 14:34:25,2025-08-17 14:34:25,available
15,https://www.spareroom.co.uk/flatshare/london/west_ham/16719489?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,🔥 Modern 2 Double Rooms in West Ham 🔥,West Ham,51.53364241,0.0090419,950,"🏠 🔥 Modern 2 Double Rooms in West Ham 🔥

✨ Private garden access, Parking available, Fully furnished, Bills included, Spacious double bedroom, Shared living room

👥 Male-only household

📅 Available for immediate move-in

💰 £950 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🌿 Garden access for outdoor relaxation

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,now,12,https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/15/97159827.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/15/97159827.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/15/97159716.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/15/97159715.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/15/97159717.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/15/97159710.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/15/97159711.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/15/97159712.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/15/97159714.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/95/09/95099242.jpg, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/TUBE_14x11.png, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/DLR_14x11.png, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/BR_14x11.png",Free tocontact,Banksia Limited,"Parking, Garden, Bills Included, Furnished",,27 to 29,No,Now,No,Yes,Yes,Yes,,950,900,,,No,Furnished,No,No,3 Males,shared,39,None,18,7 months,,2025-08-17 14:34:25,2025-08-17 14:34:25,available
21,https://www.spareroom.co.uk/flatshare/london/acton/17928145?utm_source=copy_link&utm_medium=social_share&utm_campaign=advert_share,Lovely Spacious Double Bedroom in Acton W3,Acton,51.504725,-0.254007,1020,"🏠 Lovely Spacious Double Bedroom in Acton W3

✨ Private garden access, Balcony with views, Parking available, Fully furnished, Bills included, Spacious double bedroom, Shared living room

👥 Male-only household

📅 Available for immediate move-in

💰 £1,020 per month

💡 All bills included - no hidden costs

🪑 Fully furnished and ready to move in

🌿 Garden access for outdoor relaxation

🚗 Parking available for convenience

🎯 Perfect for professionals, students, or anyone looking for a comfortable home in a great location.

📞 Contact us today to arrange a viewing!",Room,now,7,https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/12/97128023.jpg,"https://photos2.spareroom.co.uk/images/flatshare/listings/large/97/12/97128023.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97128027.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97128020.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97128021.jpg, https://photos2.spareroom.co.uk/images/flatshare/listings/square/97/12/97128022.jpg, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/LDNOG_14x11.png, https://assets.spareroom.co.uk/images/spareroom/v4/search/list/BR_14x11.png",Free tocontact,Built Asset Management Limited,"Parking, Garden, Balcony, Bills Included, Furnished",,,No,Now,No,Yes,Yes,No,0,,,,,No,Furnished,No,No,3 Males,shared,45,6 months,21,6 months,,2025-08-17 14:34:25,2025-08-17 15:14:55,available
